,categories,descriptions,rating,title
1564,"['Antioxidants', 'Vitamins']",,Best,tocopheryl lineolate
1565,"['Antioxidants', 'Vitamins']","<p class=""description ingredient-description"">
				                	Potent forms of vitamins E that are considered stable and powerful antioxidants. These forms of...
				                </p>",Best,tocotrienols
1566,"['Antioxidants', 'Sensitizing', 'Plant Extracts']","<p class=""description ingredient-description"">
				                	Extract that has weak antioxidant properties...
				                </p>",Average,tomato extract
1567,"['Plant Extracts', 'Sensitizing']","<p class=""description ingredient-description"">
				                	Plant that can be irritating due to its tannin content, which causes skin constriction.
				                </p>",Poor,tormentil extract
1568,"['Thickeners/Emulsifiers', 'Texture Enhancer']","<p class=""description ingredient-description"">
				                	Natural gum used as a thickener in cosmetics.
				                </p>",Good,tragacanth
1569,['Miscellaneous'],"<p class=""description ingredient-description"">
				                	A synthetic amino acid that functions as a skin-conditioning agent and astringent.
				                </p>",Best,tranexamic acid
1570,"['Miscellaneous', 'Hydration']","<p class=""description ingredient-description"">
				                	Plant sugar that has hydrating properties for skin.
				                </p>",Good,trehalose
1571,"['Antioxidants', 'Plant Extracts']",,Best,tremella fuciformis sporocarp extract
1572,"['Thickeners/Emulsifiers', 'Skin-Replenishing', 'Emollients']","<p class=""description ingredient-description"">
				                	Also known as glyceryl tribehenate, a skin-conditioning agent that is a mixture of glycerin and...
				                </p>",Good,tribehenin
1573,"['Emulsifiers', 'Cleansing Agents', 'Emollients']","<p class=""description ingredient-description"">
				                	A complex mixture of tribehenin and PEG-20, this ingredient has multiple functions in cosmetic...
				                </p>",Good,tribehenin PEG-20 esters
1574,['Emollients'],"<p class=""description ingredient-description"">
				                	Mixture of glycerin and caprylic acid. Has emollient properties and is used as a skin-softening...
				                </p>",Good,tricaprylin
1575,['Emulsifiers'],"<p class=""description ingredient-description"">
				                	An emulsifier, meaning it helps keep unlike ingredients (such as oil and water) from separating in an emulsion...
				                </p>",Good,trideceth-6
1576,['Miscellaneous'],"<p class=""description ingredient-description"">
				                	Salt form of salicylic acid (BHA). When it is no longer an acid (as in this case), salicylic acid...
				                </p>",Good,tridecyl salicylate
1577,"['Thickeners/Emulsifiers', 'Emollients']","<p class=""description ingredient-description"">
				                	Used in cosmetics as a thickening agent and emollient.
				                </p>",Good,tridecyl stearate
1578,"['Thickeners/Emulsifiers', 'Texture Enhancer', 'Hydration', 'Skin-Softening']","<p class=""description ingredient-description"">
				                	Used as a skin-conditioning agent and thickening agent. 
				                </p>",Good,tridecyl trimellitate
1579,"['Miscellaneous', 'Emulsifiers']","<p class=""description ingredient-description"">
				                	Used in cosmetics as a pH balancer. Like all amines, it has the potential for creating...
				                </p>",Good,triethanolamine
1580,"['Silicones', 'Slip Agents']","<p class=""description ingredient-description"">
				                	Silicone that functions as a binding agent and emulsifier. 
				                </p>",Good,triethoxycaprylylsilane
1581,"['Silicones', 'Film-Forming/Holding Agents']","<p class=""description ingredient-description"">
				                	A silicone polymer used to enhance a product's texture.
				                </p>",Good,triethoxycaprylylsilane crosspolymer
1582,['Emollients'],"<p class=""description ingredient-description"">
				                	A silicone polymer that has multiple functions in cosmetic products, including skin-conditioning...
				                </p>",Good,triethoxysilylethyl polydimethylsiloxyethyl hexyl dimethicone
1583,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",,Good,Trifolium pratense
1584,"['Thickeners/Emulsifiers', 'Emollients']","<p class=""description ingredient-description"">
				                	Used as an emollient and thickening agent in cosmetics.
				                </p>",Good,triglyceride
1585,"['Plant Extracts', 'Sensitizing', 'Thickeners/Emulsifiers']","<p class=""description ingredient-description"">
				                	Latin name for the fenugreek plant. The seeds are used most often, and their fiber content helps...
				                </p>",Average,trigonella foenum-graecum seed extract
1586,"['Thickeners/Emulsifiers', 'Emollients', 'Skin-Replenishing']","<p class=""description ingredient-description"">
				                	Mixture of glycerin and fatty acids that is used as an emollient and thickening agent.
				                </p>",Good,trihydroxystearin
1587,['Emollients'],"<p class=""description ingredient-description"">
				                	A trimester of the fatty alcohol isocetyl alcohol and citric acid. It is used as on occlusive agent.
				                </p>",Good,triisocetyl citrate
1588,"['Thickeners/Emulsifiers', 'Emollients']","<p class=""description ingredient-description"">
				                	Group of ingredients that are triesters of glycerin and aliphatic acids, and known generically as...
				                </p>",Good,trilaurin
1589,"['Silicones', 'Slip Agents', 'Skin-Softening', 'Emollients']","<p class=""description ingredient-description"">
				                	Used as a skin-softening and occlusive agent.
				                </p>",Good,trimethylsiloxysilicate
1590,['Miscellaneous'],"<p class=""description ingredient-description"">
				                	Derived from lanolin and used as a texture enhancer, most commonly in powder-based products such as...
				                </p>",Good,trioclanolin
1591,"['Thickeners/Emulsifiers', 'Emollients']","<p class=""description ingredient-description"">
				                	Used as an emollient and thickening agent in cosmetics.
				                </p>",Good,trioctanoin
1592,"['Emollients', 'Skin-Softening']","<p class=""description ingredient-description"">
				                	Mixture of octyldodecanol and citric acid used as a skin-softening agent and emollient.
				                </p>",Good,trioctyldodecyl citrate
1593,['Skin-Restoring'],"<p class=""description ingredient-description"">
				                	A synthetic peptide with the ""tri"" (meaning three) designation referring to this peptide's mix of the amino acids proline, serine, and threonine.
				                </p>",Good,tripeptide-32
1594,"['Plant Extracts', 'Antioxidants']","<p class=""description ingredient-description"">
<p>Also known as false mayweed or sea mayweed, this plant extract encompasses the entire plant. Raw material...</p>
</p>",Good,Tripleurospermum maritimum extract
1595,['Miscellaneous'],"<p class=""description ingredient-description"">
				                	Similar to tetrasodium EDTA. Used as a water-softening and chelating agent (a compound that binds...
				                </p>",Good,trisodium EDTA
1596,"['Plant Extracts', 'Skin-Softening']","<p class=""description ingredient-description"">
				                	Extract from the germ portion of the wheat plant. In cosmetics, this ingredient functions  as a...
				                </p>",Good,Triticum vulgare (wheat) germ extract
